#virus-ID,virus-name,virus-protein
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),M1|M1_I33A0
261268,Influenza A virus (A/Vietnam/1196/2004(H5N1))|Influenza A virus (A/Vietnam/3028/04(H5N1))|Influenza A virus (A/Vietnam/3028/2004 (H5N1))|Influenza A virus (A/Vietnam/3028/2004(H5N1)),Q6QT26|Q6QT26_9INFA
152219,Menangle virus,Q91MK2|Q91MK2_9MONO
384493,Influenza A virus (A/seal/Mass/1/1980(H7N7))|Influenza A virus (A/seal/Mass/1/80(H7N7))|Influenza A virus (STRAIN A/SEAL/MASSACHUSETTS/1/80),NCAP|NCAP_I80A2
384493,Influenza A virus (A/seal/Mass/1/1980(H7N7))|Influenza A virus (A/seal/Mass/1/80(H7N7))|Influenza A virus (STRAIN A/SEAL/MASSACHUSETTS/1/80),PB2|PB2_I80A2
10390,Gallid alphaherpesvirus 2|GaHV-2|MDV1|Marek's disease virus type 1|Gallid herpesvirus 2|Gallid herpesvirus type 2|Marek disease virus|Marek's disease herpesvirus|Marek's disease herpesvirus 1|Marek's disease virus|Marek's disease virus (MDV)|Marek's disease virus MDV|Marek's disease virus MDV1|Marek's disease virus serotype 1 MDV-1|Marek's disease virus type 1 MDV1|Mareks disease virus|Marek disease virus type 1,E7DBL9|E7DBL9_9ALPH
28282,Human adenovirus 12|Adenovirus Ad12|Adenovirus type 12|Human adenovirus type 12|Mastadenovirus 12|Mastadenovirus h12,SPIKE|SPIKE_ADE12
28282,Human adenovirus 12|Adenovirus Ad12|Adenovirus type 12|Human adenovirus type 12|Mastadenovirus 12|Mastadenovirus h12,E1BS|E1BS_ADE12
28282,Human adenovirus 12|Adenovirus Ad12|Adenovirus type 12|Human adenovirus type 12|Mastadenovirus 12|Mastadenovirus h12,E1A|E1A_ADE12
28282,Human adenovirus 12|Adenovirus Ad12|Adenovirus type 12|Human adenovirus type 12|Mastadenovirus 12|Mastadenovirus h12,E1B55|E1B55_ADE12
28282,Human adenovirus 12|Adenovirus Ad12|Adenovirus type 12|Human adenovirus type 12|Mastadenovirus 12|Mastadenovirus h12,E434|E434_ADE12
1980471,Hantaan orthohantavirus|Hantaan hantavirus|Hantaan virus|Korean hemorrhagic fever virus,NP|NP_941977
1980471,Hantaan orthohantavirus|Hantaan hantavirus|Hantaan virus|Korean hemorrhagic fever virus,NP|NP_941987
1980490,Seoul orthohantavirus|Seoul hantavirus|Seoul virus|epidemic hemorrhagic fever virus,Q808S4|Q808S4_9VIRU
10243,Cowpox virus|CPXV,Q8QMZ1|Q8QMZ1_COWPX
489466,HBV genotype C,A0A2Z5X739|A0A2Z5X739_HBV
135748,Murine herpesvirus 72|MHV-72,B1A9Q8|B1A9Q8_9GAMA
335341,Influenza A virus (A/New York/392/2004(H3N2)),Q464B3|Q464B3_9INFA
946522,Human alphaherpesvirus 1 strain RH2|Herpes simplex virus (type 1 /strain RH2),L0N4F0|L0N4F0_HHV1
10254,Vaccinia virus WR|Vaccinia virus (strain WR),C2|C2_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),RIR2|RIR2_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),K7|K7_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),C7|C7_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),C9L|C9L_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),E8|E8_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),B14|B14_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),K3|K3_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),A27|A27_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),SPI2|SPI2_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),A46|A46_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),A20|A20_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),C23L|C23L_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),G7|G7_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),B1|B1_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),KITH|KITH_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),VPK2|VPK2_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),A41|A41_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),C5|C5_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),G6|G6_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),RUVV|RUVV_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),E3|E3_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),A36|A36_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),A52|A52_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),N2|N2_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),D5|D5_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),C10|C10_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),MCEL|MCEL_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),SODL|SODL_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),KTHY|KTHY_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),TCRM|TCRM_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),F1|F1_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),E7|E7_VACCW
10254,Vaccinia virus WR|Vaccinia virus (strain WR),RIR1|RIR1_VACCW
31634,Dengue virus 2 Thailand/16681/84|Dengue virus type 2 (strain 16681)|Dengue virus type 2 Thailand/16681/84,POLG|POLG_DEN26
31634,Dengue virus 2 Thailand/16681/84|Dengue virus type 2 (strain 16681)|Dengue virus type 2 Thailand/16681/84,O09234|O09234_DEN26
928301,Fowlpox virus strain NVSL|Fowlpox virus (strain NVSL),ARBH|ARBH_FOWPN
437606,Influenza A virus (A/lvPR8/34(H1N1)),A4ZNR3|A4ZNR3_I34A1
11624,Lymphocytic choriomeningitis virus (strain Armstrong),A0A218M2D5|A0A218M2D5_LYCVA
11624,Lymphocytic choriomeningitis virus (strain Armstrong),NCAP|NCAP_LYCVA
10383,Herpesvirus saimiri (strain 11),DYR|DYR_SHV21
10383,Herpesvirus saimiri (strain 11),CGH2|CGH2_SHV21
10383,Herpesvirus saimiri (strain 11),ICP27|ICP27_SHV21
10600,Human papillomavirus type 6b|Human papillomavirus - 6b,VE6|VE6_HPV6B
10600,Human papillomavirus type 6b|Human papillomavirus - 6b,VE5A|VE5A_HPV6B
10600,Human papillomavirus type 6b|Human papillomavirus - 6b,VE7|VE7_HPV6B
10600,Human papillomavirus type 6b|Human papillomavirus - 6b,VE1|VE1_HPV6B
10600,Human papillomavirus type 6b|Human papillomavirus - 6b,VE2|VE2_HPV6B
10600,Human papillomavirus type 6b|Human papillomavirus - 6b,VE5B|VE5B_HPV6B
10579,Human papillomavirus type 8|Human papillomavirus - 8|human papillomavirus 8|human papillomavirus type 8 HPV8,VE2|VE2_HPV08
10579,Human papillomavirus type 8|Human papillomavirus - 8|human papillomavirus 8|human papillomavirus type 8 HPV8,VE6|VE6_HPV08
10579,Human papillomavirus type 8|Human papillomavirus - 8|human papillomavirus 8|human papillomavirus type 8 HPV8,VE7|VE7_HPV08
46938,Human adenovirus 43|Human adenovirus type 43,M0QVI9|M0QVI9_9ADEN
11033,Semliki Forest virus,POLN|POLN_SFV
12509,Human herpesvirus 4 type 2|Epstein-Barr virus-2 EBV-2,YP|YP_001129464
37124,Chikungunya virus,Q1H8W6|Q1H8W6_CHIKV
333284,Hepatitis C virus (isolate Con1),POLG|POLG_HCVCO
82831,Equid herpesvirus type 2 strain 86/87|Equine herpesvirus 2 strain 86/67|Equine herpesvirus type 2 (strain 86/87)|Equine herpesvirus type 2 strain 86/87,CFLA|CFLA_EHV2
265872,Cowpox virus (Brighton Red),SPI2|SPI2_CWPXB
11679,Human immunodeficiency virus type 1 (CLONE 12),VIF|VIF_HV112
11746,Jaagsiekte sheep retrovirus|JSRV|OPAV|Endogenous Jaagziekte retrovirus|Jaagsiekte sheep virus|Ovine pulmonary adenocarcinoma virus|Ovine pulmonary carcinoma virus|Sheep pulmonary adenomatosis virus|jaagsiekte retrovirus|jaagsiekte sheep retrovirus JSRV|jaagsiekte virus,ENV|ENV_JSRV
11963,Human spumaretrovirus|foamy virus,Q76QC2|Q76QC2_FOAMV
11963,Human spumaretrovirus|foamy virus,GAG|GAG_FOAMV
53179,Porcine rubulavirus|PorPV|LPMV|PorPV-LPMV|La Piedad- Michoacan virus LPMV|La Piedad-Michoacan-Mexico virus|La-Piedad-Michoacan-Mexico virus|porcine paramyxovirus La Piedad Michoacan,Q917N9|Q917N9_LPMV
337052,Deltapapillomavirus 4|BPV-1|Bos taurus Papillomavirus type-1|Bos taurus papillomavirus 1|Bovine papilloma virus type 1|Bovine papillomavirus - 1|Bovine papillomavirus 1|Bovine papillomavirus type 1,VE2|VE2_BPV1
337052,Deltapapillomavirus 4|BPV-1|Bos taurus Papillomavirus type-1|Bos taurus papillomavirus 1|Bovine papilloma virus type 1|Bovine papillomavirus - 1|Bovine papillomavirus 1|Bovine papillomavirus type 1,VE1|VE1_BPV1
337052,Deltapapillomavirus 4|BPV-1|Bos taurus Papillomavirus type-1|Bos taurus papillomavirus 1|Bovine papilloma virus type 1|Bovine papillomavirus - 1|Bovine papillomavirus 1|Bovine papillomavirus type 1,VE6|VE6_BPV1
337052,Deltapapillomavirus 4|BPV-1|Bos taurus Papillomavirus type-1|Bos taurus papillomavirus 1|Bovine papilloma virus type 1|Bovine papillomavirus - 1|Bovine papillomavirus 1|Bovine papillomavirus type 1,VE5|VE5_BPV1
132475,Yaba-like disease virus|Tanapox virus strain Davis,Q9DHV5|Q9DHV5_YLDV
648242,Adeno-associated virus 2 Srivastava/1982|Adeno-associated virus 2 (isolate Srivastava/1982),REP52|REP52_AAV2S
648242,Adeno-associated virus 2 Srivastava/1982|Adeno-associated virus 2 (isolate Srivastava/1982),REP68|REP68_AAV2S
648242,Adeno-associated virus 2 Srivastava/1982|Adeno-associated virus 2 (isolate Srivastava/1982),REP78|REP78_AAV2S
10524,Human adenovirus 41|Adenovirus type 41|Human adenovirus F41|Human adenovirus type 41|Mastadenovirus 41|Mastadenovirus h41,Q98822|Q98822_ADE41
408871,Dengue virus 4 Dominica/814669/1981|Dengue virus type 4 (strain Dominica/814669/1981)|Dengue virus type 4 Dominica/814669/1981,POLG|POLG_DEN4D
352515,Influenza A virus (A/mallard/Netherlands/12/2000(H7N3))|Influenza A virus (A/mallard/Netherlands/12/00(H7N3)),Q20NX5|Q20NX5_9INFA
10623,Kappapapillomavirus 2|CRPV|Cottontail rabbit (SHOPE) PAPILLOMAVIRUS|Cottontail rabbit papillomavirus|Papillomavirus sylvilagi|Rabbit papillomavirus,Q9ICL0|Q9ICL0_9PAPI
10623,Kappapapillomavirus 2|CRPV|Cottontail rabbit (SHOPE) PAPILLOMAVIRUS|Cottontail rabbit papillomavirus|Papillomavirus sylvilagi|Rabbit papillomavirus,Q778F3|Q778F3_9PAPI
10623,Kappapapillomavirus 2|CRPV|Cottontail rabbit (SHOPE) PAPILLOMAVIRUS|Cottontail rabbit papillomavirus|Papillomavirus sylvilagi|Rabbit papillomavirus,Q9ICL1|Q9ICL1_9PAPI
10623,Kappapapillomavirus 2|CRPV|Cottontail rabbit (SHOPE) PAPILLOMAVIRUS|Cottontail rabbit papillomavirus|Papillomavirus sylvilagi|Rabbit papillomavirus,NP|NP_077109
11070,Dengue virus 4|Dengue virus type 4|dengue type 4 virus DEN4,NP|NP_740321
11070,Dengue virus 4|Dengue virus type 4|dengue type 4 virus DEN4,NP|NP_740325
10900,Bluetongue virus (serotype 10 / American isolate)|Bluetongue virus (serotype 10 / isolate USA),VP8|VP8_BTV10
333763,Human papillomavirus type 32,VE7|VE7_HPV32
333763,Human papillomavirus type 32,VE6|VE6_HPV32
333763,Human papillomavirus type 32,VE2|VE2_HPV32
1980519,Crimean-Congo hemorrhagic fever orthonairovirus|CCHFV|Crimean-Congo haemorrhagic fever virus|Crimean-Congo hemorrhagic fever nairovirus|Crimean-Congo hemorrhagic fever virus|Crimean-Congo hemorrhagic virus,A0A1V0G0G8|A0A1V0G0G8_9VIRU
652674,Hepatitis E virus isolate Hetian|Hepatitis E virus (isolate Hetian),ORF3|ORF3_HEVCH
28278,Human adenovirus 19|Adenovirus type 19|Human adenovirus type 19|Mastadenovirus 19,B9A5V9|B9A5V9_9ADEN
31675,Equine infectious anemia virus (clone CL22),REV|REV_EIAVC
335361,Influenza A virus (A/New York/238/2005(H3N2)),Q30NB4|Q30NB4_9INFA
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),TAT|TAT_HV1H2
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),A0A288CFT1|A0A288CFT1_HV1H2
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),VIF|VIF_HV1H2
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),ENV|ENV_HV1H2
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),Q9WB91|Q9WB91_HV1H2
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),REV|REV_HV1H2
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),NEF|NEF_HV1H2
11706,HIV-1 M:B_HXB2R|Human immunodeficiency virus type 1 (HXB2 ISOLATE),GAG|GAG_HV1H2
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NS7A|NS7A_CVHSA
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NP|NP_828863
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NP|NP_828869
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NP|NP_828865
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NP|NP_828851
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NP|NP_828862
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NP|NP_904322
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NP|NP_828860
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,ORF9B|ORF9B_CVHSA
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NS8A|NS8A_CVHSA
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NP|NP_828868
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NP|NP_828861
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NS6|NS6_CVHSA
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NP|NP_828870
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,VME1|VME1_CVHSA
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NCAP|NCAP_CVHSA
694009,Severe acute respiratory syndrome-related coronavirus|SARSr-CoV|SARSrCoV|Human coronavirus (strain SARS)|SARS coronavirus|HCoV-SARS|SARS|SARS virus|SARS-like coronavirus|SARS-related coronavirus|Severe acute respiratory syndrome coronavirus,NS3B|NS3B_CVHSA
