#virus-ID,virus-name,virus-protein
211044,Influenza A virus (A/Puerto Rico/8/1934(H1N1))|Influenza A virus (A/PR 8/34 (H1N1))|Influenza A virus (A/PR/8/1934(H1N1))|Influenza A virus (A/PR/8/34(H0N1))|Influenza A virus (A/PR/8/34(H1N1))|Influenza A virus (A/PR8/1934(H1N1))|Influenza A virus (A/Puerto Rico/8/1934(H0N1))|Influenza A virus (A/Puerto Rico/8/34(H1N1))|Influenza A virus (A/Puerto Rico/8/34)|Influenza A virus (STRAIN A/PUERTO RICO/8/34)|nfluenza A virus (A/PR 8/34(H1N1)),M1|M1_I34A1
211044,Influenza A virus (A/Puerto Rico/8/1934(H1N1))|Influenza A virus (A/PR 8/34 (H1N1))|Influenza A virus (A/PR/8/1934(H1N1))|Influenza A virus (A/PR/8/34(H0N1))|Influenza A virus (A/PR/8/34(H1N1))|Influenza A virus (A/PR8/1934(H1N1))|Influenza A virus (A/Puerto Rico/8/1934(H0N1))|Influenza A virus (A/Puerto Rico/8/34(H1N1))|Influenza A virus (A/Puerto Rico/8/34)|Influenza A virus (STRAIN A/PUERTO RICO/8/34)|nfluenza A virus (A/PR 8/34(H1N1)),NRAM|NRAM_I34A1
211044,Influenza A virus (A/Puerto Rico/8/1934(H1N1))|Influenza A virus (A/PR 8/34 (H1N1))|Influenza A virus (A/PR/8/1934(H1N1))|Influenza A virus (A/PR/8/34(H0N1))|Influenza A virus (A/PR/8/34(H1N1))|Influenza A virus (A/PR8/1934(H1N1))|Influenza A virus (A/Puerto Rico/8/1934(H0N1))|Influenza A virus (A/Puerto Rico/8/34(H1N1))|Influenza A virus (A/Puerto Rico/8/34)|Influenza A virus (STRAIN A/PUERTO RICO/8/34)|nfluenza A virus (A/PR 8/34(H1N1)),HEMA|HEMA_I34A1
211044,Influenza A virus (A/Puerto Rico/8/1934(H1N1))|Influenza A virus (A/PR 8/34 (H1N1))|Influenza A virus (A/PR/8/1934(H1N1))|Influenza A virus (A/PR/8/34(H0N1))|Influenza A virus (A/PR/8/34(H1N1))|Influenza A virus (A/PR8/1934(H1N1))|Influenza A virus (A/Puerto Rico/8/1934(H0N1))|Influenza A virus (A/Puerto Rico/8/34(H1N1))|Influenza A virus (A/Puerto Rico/8/34)|Influenza A virus (STRAIN A/PUERTO RICO/8/34)|nfluenza A virus (A/PR 8/34(H1N1)),NEP|NEP_I34A1
211044,Influenza A virus (A/Puerto Rico/8/1934(H1N1))|Influenza A virus (A/PR 8/34 (H1N1))|Influenza A virus (A/PR/8/1934(H1N1))|Influenza A virus (A/PR/8/34(H0N1))|Influenza A virus (A/PR/8/34(H1N1))|Influenza A virus (A/PR8/1934(H1N1))|Influenza A virus (A/Puerto Rico/8/1934(H0N1))|Influenza A virus (A/Puerto Rico/8/34(H1N1))|Influenza A virus (A/Puerto Rico/8/34)|Influenza A virus (STRAIN A/PUERTO RICO/8/34)|nfluenza A virus (A/PR 8/34(H1N1)),RDRP|RDRP_I34A1
11097,Hog cholera virus (strain Alfort),POLG|POLG_CSFVA
11888,Rous sarcoma virus - Prague C|Rous sarcoma virus (strain Prague C),GAG|GAG_RSVP
11888,Rous sarcoma virus - Prague C|Rous sarcoma virus (strain Prague C),O92806|O92806_RSVP
11673,Feline immunodeficiency virus|FIV|feline immunodeficiency virus FIV,NP|NP_040972
11673,Feline immunodeficiency virus|FIV|feline immunodeficiency virus FIV,NP|NP_040976
333760,Human papillomavirus type 16|HPV16|Human papilloma virus type 16|Human papillomavirus - 16|Human papillomavirus 16|human papillomavirus type 16 HPV 16|human papillomavirus type 16 HPV16,VE6|VE6_HPV16
333760,Human papillomavirus type 16|HPV16|Human papilloma virus type 16|Human papillomavirus - 16|Human papillomavirus 16|human papillomavirus type 16 HPV 16|human papillomavirus type 16 HPV16,A0A220NMU2|A0A220NMU2_HPV16
333760,Human papillomavirus type 16|HPV16|Human papilloma virus type 16|Human papillomavirus - 16|Human papillomavirus 16|human papillomavirus type 16 HPV 16|human papillomavirus type 16 HPV16,VE5|VE5_HPV16
333760,Human papillomavirus type 16|HPV16|Human papilloma virus type 16|Human papillomavirus - 16|Human papillomavirus 16|human papillomavirus type 16 HPV 16|human papillomavirus type 16 HPV16,VL1|VL1_HPV16
333760,Human papillomavirus type 16|HPV16|Human papilloma virus type 16|Human papillomavirus - 16|Human papillomavirus 16|human papillomavirus type 16 HPV 16|human papillomavirus type 16 HPV16,A0A384KQ78|A0A384KQ78_HPV16
333760,Human papillomavirus type 16|HPV16|Human papilloma virus type 16|Human papillomavirus - 16|Human papillomavirus 16|human papillomavirus type 16 HPV 16|human papillomavirus type 16 HPV16,A0A089NDG7|A0A089NDG7_HPV16
333760,Human papillomavirus type 16|HPV16|Human papilloma virus type 16|Human papillomavirus - 16|Human papillomavirus 16|human papillomavirus type 16 HPV 16|human papillomavirus type 16 HPV16,VE1|VE1_HPV16
333760,Human papillomavirus type 16|HPV16|Human papilloma virus type 16|Human papillomavirus - 16|Human papillomavirus 16|human papillomavirus type 16 HPV 16|human papillomavirus type 16 HPV16,VE7|VE7_HPV16
333760,Human papillomavirus type 16|HPV16|Human papilloma virus type 16|Human papillomavirus - 16|Human papillomavirus 16|human papillomavirus type 16 HPV 16|human papillomavirus type 16 HPV16,VL2|VL2_HPV16
333760,Human papillomavirus type 16|HPV16|Human papilloma virus type 16|Human papillomavirus - 16|Human papillomavirus 16|human papillomavirus type 16 HPV 16|human papillomavirus type 16 HPV16,VE4|VE4_HPV16
333760,Human papillomavirus type 16|HPV16|Human papilloma virus type 16|Human papillomavirus - 16|Human papillomavirus 16|human papillomavirus type 16 HPV 16|human papillomavirus type 16 HPV16,VE2|VE2_HPV16
46935,Human adenovirus 39|Human adenovirus type 39,M0QVB0|M0QVB0_9ADEN
1979163,Mapuera rubulavirus|Mapuera virus,YP|YP_001249272
10498,African swine fever virus BA71V|African swine fever virus (strain BA71V),DP71L|DP71L_ASFB7
10498,African swine fever virus BA71V|African swine fever virus (strain BA71V),UBC|UBC_ASFB7
10366,Murid betaherpesvirus 1|Mouse cytomegalovirus 1|Murid herpesvirus 1|murine cytomegalovirus (MCMV)|murine cytomegalovirus MCMV|murine herpesvirus 1,YP|YP_214057
329599,Influenza A virus (A/chicken/Guangdong/6/97(H9N2)),Q3SBS4|Q3SBS4_9INFA
329599,Influenza A virus (A/chicken/Guangdong/6/97(H9N2)),Q3SBS5|Q3SBS5_9INFA
64320,Zika virus|ZIKV,YP|YP_009227200
64320,Zika virus|ZIKV,YP|YP_009227202
64320,Zika virus|ZIKV,YP|YP_009227201
64320,Zika virus|ZIKV,POLG|POLG_ZIKV
64320,Zika virus|ZIKV,YP|YP_009227203
64320,Zika virus|ZIKV,YP|YP_009227204
64320,Zika virus|ZIKV,YP|YP_009227197
64320,Zika virus|ZIKV,YP|YP_009227199
64320,Zika virus|ZIKV,YP|YP_009227196
64320,Zika virus|ZIKV,YP|YP_009227198
64320,Zika virus|ZIKV,YP|YP_009227205
11901,Bovine leukemia virus|BLV|bovine leukemia virus BLV|bovine leukemia virus- BLV,ENV|ENV_BLV
11901,Bovine leukemia virus|BLV|bovine leukemia virus BLV|bovine leukemia virus- BLV,O56232|O56232_BLV
10280,Molluscum contagiosum virus subtype 1|McVI|Molluscum contagiosum virus 1|Molluscum contagiosum virus subtype I MCV I|Molluscum contagiosum virus type 1,Q98184|Q98184_MCV1
10280,Molluscum contagiosum virus subtype 1|McVI|Molluscum contagiosum virus 1|Molluscum contagiosum virus subtype I MCV I|Molluscum contagiosum virus type 1,CFLA|CFLA_MCV1
648235,Murine minute virus strain MVM prototype|Murine minute virus (strain MVM prototype),NS1|NS1_MUMIP
11235,Measles virus strain Edmonston|Measles morbillivirus strain Edmonston|Measles virus (STRAIN EDMONSTON),V|V_MEASE
11122,Avian infectious bronchitis virus (strain Beaudette),SPIKE|SPIKE_IBVB
46942,Human adenovirus 47|Human adenovirus type 47,M0QUZ1|M0QUZ1_9ADEN
11886,Rous sarcoma virus|Rous sarcoma virus RSV,NP|NP_955616
928306,Moloney murine leukemia virus isolate Shinnick|Moloney murine leukemia virus (isolate Shinnick),GAG|GAG_MLVMS
796210,La Crosse virus L78|La Crosse virus (isolate L78),NCAP|NCAP_BUNL8
928303,Hendra virus horse/Australia/Hendra/1994|Hendra virus (isolate Horse/Autralia/Hendra/1994),V|V_HENDH
11908,Human T-cell leukemia virus type I|HTLV-1|HTLV-I|Human T cell leukemia virus type 1|Human T-cell leukemia virus type 1|Human T-cell leukemia virus type I HTLV-I|Human T-cell leukemia virus-1|Human T-cell lymphotropic virus 1|Human T-cell lymphotropic virus type 1|Human T-cell lymphotropic virus type I|Human T-lymphotropic virus 1|Human T-lymphotropic virus type 1|Human adult T-cell leukemia virus|Human lymphotropic virus type I|human T cell leukemia virus type 1 HTLV-1|human T cell lymphotropic virus type I HTLV-I|human T-cell leukemia virus I|human T-cell leukemia virus type 1 HTLV-1|human T-cell leukemia/lymphoma virus type I HTLV-I|human T-cell leukemia/lymphotropic virus type I HTLV-I|human T-cell lymphoma/leukemia virus type I HTLV-I|human T-cell lymphotropic virus type 1- HTLV-1|human T-lymphotropic virus type 1 HTLV-1|human T-lymphotropic virus type I HTLV-I,NP|NP_955617
11908,Human T-cell leukemia virus type I|HTLV-1|HTLV-I|Human T cell leukemia virus type 1|Human T-cell leukemia virus type 1|Human T-cell leukemia virus type I HTLV-I|Human T-cell leukemia virus-1|Human T-cell lymphotropic virus 1|Human T-cell lymphotropic virus type 1|Human T-cell lymphotropic virus type I|Human T-lymphotropic virus 1|Human T-lymphotropic virus type 1|Human adult T-cell leukemia virus|Human lymphotropic virus type I|human T cell leukemia virus type 1 HTLV-1|human T cell lymphotropic virus type I HTLV-I|human T-cell leukemia virus I|human T-cell leukemia virus type 1 HTLV-1|human T-cell leukemia/lymphoma virus type I HTLV-I|human T-cell leukemia/lymphotropic virus type I HTLV-I|human T-cell lymphoma/leukemia virus type I HTLV-I|human T-cell lymphotropic virus type 1- HTLV-1|human T-lymphotropic virus type 1 HTLV-1|human T-lymphotropic virus type I HTLV-I,Q2Q067|Q2Q067_9DELA
11908,Human T-cell leukemia virus type I|HTLV-1|HTLV-I|Human T cell leukemia virus type 1|Human T-cell leukemia virus type 1|Human T-cell leukemia virus type I HTLV-I|Human T-cell leukemia virus-1|Human T-cell lymphotropic virus 1|Human T-cell lymphotropic virus type 1|Human T-cell lymphotropic virus type I|Human T-lymphotropic virus 1|Human T-lymphotropic virus type 1|Human adult T-cell leukemia virus|Human lymphotropic virus type I|human T cell leukemia virus type 1 HTLV-1|human T cell lymphotropic virus type I HTLV-I|human T-cell leukemia virus I|human T-cell leukemia virus type 1 HTLV-1|human T-cell leukemia/lymphoma virus type I HTLV-I|human T-cell leukemia/lymphotropic virus type I HTLV-I|human T-cell lymphoma/leukemia virus type I HTLV-I|human T-cell lymphotropic virus type 1- HTLV-1|human T-lymphotropic virus type 1 HTLV-1|human T-lymphotropic virus type I HTLV-I,NP|NP_955621
302272,Sendai virus (strain Ohita),PHOSP|PHOSP_SENDO
302272,Sendai virus (strain Ohita),C|C_SENDO
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,A0A0C7TBS6|A0A0C7TBS6_EBVG
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,Q3KSR4|Q3KSR4_EBVG
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,Q9Q2P1|Q9Q2P1_EBVG
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,V5KU41|V5KU41_EBVG
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,A0A0C7TUY8|A0A0C7TUY8_EBVG
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,Q3KSP2|Q3KSP2_EBVG
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,I1YP38|I1YP38_EBVG
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,Q69117|Q69117_EBVG
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,YP|YP_401728
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,A0A0C7TA99|A0A0C7TA99_EBVG
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,A0A0C7TRZ7|A0A0C7TRZ7_EBVG
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,YP|YP_401725
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,Q3KSQ1|Q3KSQ1_EBVG
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,V5KTY7|V5KTY7_EBVG
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,K9UT94|K9UT94_EBVG
10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus,G3CKS7|G3CKS7_EBVG
11855,Mason-Pfizer monkey virus|MPMV|Simian Mason-Pfizer type D retrovirus|Simian mason-pfizer virus|simian Mason-Pfizer D-type retrovirus SM-PDT,GAG|GAG_MPMV
11686,Human immunodeficiency virus type 1 (BRU ISOLATE),REV|REV_HV1BR
11060,Dengue virus 2|Dengue virus type 2|Dengue virus type II|dengue 2 virus DEN-2|dengue-2 virus,NP|NP_739591
11060,Dengue virus 2|Dengue virus type 2|Dengue virus type II|dengue 2 virus DEN-2|dengue-2 virus,NP|NP_739582
11060,Dengue virus 2|Dengue virus type 2|Dengue virus type II|dengue 2 virus DEN-2|dengue-2 virus,NP|NP_739583
11060,Dengue virus 2|Dengue virus type 2|Dengue virus type II|dengue 2 virus DEN-2|dengue-2 virus,A0A173DS53|A0A173DS53_9FLAV
11060,Dengue virus 2|Dengue virus type 2|Dengue virus type II|dengue 2 virus DEN-2|dengue-2 virus,O92835|O92835_9FLAV
11060,Dengue virus 2|Dengue virus type 2|Dengue virus type II|dengue 2 virus DEN-2|dengue-2 virus,NP|NP_739584
11060,Dengue virus 2|Dengue virus type 2|Dengue virus type II|dengue 2 virus DEN-2|dengue-2 virus,NP|NP_739587
11060,Dengue virus 2|Dengue virus type 2|Dengue virus type II|dengue 2 virus DEN-2|dengue-2 virus,Q9E7P0|Q9E7P0_9FLAV
11060,Dengue virus 2|Dengue virus type 2|Dengue virus type II|dengue 2 virus DEN-2|dengue-2 virus,NP|NP_739590
11060,Dengue virus 2|Dengue virus type 2|Dengue virus type II|dengue 2 virus DEN-2|dengue-2 virus,NP|NP_739588
10598,Human papillomavirus type 58|Human papillomavirus - 58,VE6|VE6_HPV58
11142,Murine hepatitis virus strain A59|Murine coronavirus mhv (STRAIN A59)|Murine hepatitis virus (strain A59),NCAP|NCAP_CVMA5
