#DrugBank-ID,host-protein-ID,gene
12278,928,CHRM5
12278,924,CHRM2
12278,142,ADRA1A
6956,2527,HSP90AA1
596,2192,NR3C1
216,2551,HTR2B
216,2549,HTR1F
216,2557,HTR7
216,2545,HTR1A
216,2548,HTR1E
216,2546,HTR1B
216,2547,HTR1D
2261,4271,PTAFR
2261,2058,GM2A
9336,3078,EPCAM
9336,758,MS4A1
7019,9103,BACE1
5883,4286,PTH
3430,18840,LCTL
8402,7796,NCOA2
8402,4678,RXRA
8402,4058,PPARG
11772,3917,PIK3CA
1161,4897,SLC6A3
1161,16603,GRIN3A
1161,2553,HTR3A
1161,4741,SCN10A
1161,12906,CHRNA10
2813,2335,HEXB
1114,4898,SLC6A4
1114,4896,SLC6A2
1114,1323,HRH1
1114,4897,SLC6A3
6828,3054,LTA4H
4738,4083,PPP1CC
5429,4757,CCL11
6716,1910,GABRB3
6190,150,ADRB3
4769,3921,PIK3CG
5854,4058,PPARG
4197,330,ARG1
7988,3248,MMP3
4905,3876,ABCB1
4905,1323,HRH1
7919,3123,MAOA
696,1421,DRD2
696,2547,HTR1D
696,142,ADRA1A
696,2549,HTR1F
696,2550,HTR2A
696,2546,HTR1B
696,142,ADRA1D
696,2552,HTR2C
696,2545,HTR1A
696,143,ADRA1B
696,145,ADRA2A
696,146,ADRA2B
696,4896,SLC6A2
696,2551,HTR2B
3100,3576,NOS2
3100,3577,NOS3
8738,4125,PREP
8865,211,ALK
1998,3893,SERPINA1
14012,5946,FGF23
2570,676,CAPNS1
4849,2871,KDR
86,3963,PLG
86,1662,F2R
4280,1193,CD
7638,1627,ESR1
7638,1628,ESR2
6360,783,CD40
1237,1323,HRH1
4739,5056,SRC
14019,8972,SF3B1
617,6512,CACNA1I
4057,396,ATIC
5466,5173,TACR1
12,1602,EPOR
11712,883,CFTR
2296,4457,REN
14039,7543,CALCRL
11571,1675,F13B
11571,1739,FGA
11571,1740,FGB
11571,1674,F13A1
11571,1672,F11
11571,1669,F8
11571,1666,F5
11571,1761,FGG
7397,3250,MMP8
7750,834,CDK2
8368,1078,CPA1
1927,1352,NQO1
3435,43,ABO
3435,2265,GYG1
3435,21412,GLT6D1
3435,1654,EXTL2
3435,9504,B3GAT3
3435,9839,B3GAT1
3435,11420,CMPK1
1496,1907,GABRA5
1496,1908,GABRA6
1496,1903,GABRA1
1496,1906,GABRA4
1496,934,CHRNA7
1496,2176,GRIA2
1496,1904,GABRA2
1496,2183,GRIK2
1496,1905,GABRA3
1496,932,CHRNA4
3173,4206,PRSS1
132,7349,NR1H4
132,4056,PPARA
132,5662,TRPV1
132,4057,PPARD
132,5113,ELOVL4
132,3018,FADS1
132,4910,SLC8A1
132,4058,PPARG
132,4678,RXRA
132,6878,FADS2
3880,3254,MMP12
3880,8274,ADAMTS5
3880,8080,ADAM28
3880,3250,MMP8
3880,3258,MMP16
7226,5678,WEE1
304,1627,ESR1
304,3875,PGR
1184,1421,DRD2
1184,1422,DRD3
12248,149,ADRB2
1632,11935,UCKL1
1632,304,APRT
1632,2480,HPRT1
2567,40,ABL
4622,9228,QPCT
7259,3054,LTA4H
7658,1661,F2
4324,8750,METAP1
4324,8187,METAP2
385,5428,TOP2A
385,4742,SCNN1D
1784,618,CA2
277,2328,HDAC2
277,6306,PDE5A
277,3789,PDE3A
277,133,ADORA2A
277,14858,HM13
277,132,ADORA1
277,3791,PDE4A
277,8951,NOMO1
277,14146,RIC3
277,134,ADORA2B
277,138,PARP1
277,6505,CPNE1
277,9465,TTLL3
277,3792,PDE4B
3202,1540,CELA1
8443,2527,HSP90AA1
3832,11741,CROT
5630,5425,TOP1
2726,1574,ENO3
2726,5440,TPI1
2726,3939,PKM
2726,3937,PKLR
2726,1573,ENO2
4754,3589,PNP
489,148,ADRB1
489,149,ADRB2
489,2840,KCNH2
1741,4206,PRSS1
5079,2550,HTR2A
5079,1323,HRH1
7815,21004,AADACL2
314,4058,PPARG
11079,4287,PTGS1
11079,4288,PTGS2
9086,1628,ESR2
9086,209,AR
9086,1627,ESR1
9086,18521,TRPV3
6940,1142,MAPK14
3536,6359,CTSF
1013,2192,NR3C1
8151,4355,PYGM
4669,834,CDK2
7139,209,AKR1B1
3588,1204,CTSB
8118,1974,GCK
418,2176,GRIA2
418,932,CHRNA4
418,1906,GABRA4
418,1907,GABRA5
418,934,CHRNA7
418,2183,GRIK2
418,1908,GABRA6
418,1903,GABRA1
418,1904,GABRA2
418,1905,GABRA3
3141,445,ORF
1791,3792,PDE4B
1791,3794,PDE4D
1791,3791,PDE4A
1791,3793,PDE4C
13083,1268,CYP26A1
7849,2227,GSTP1
1119,617,CA1
1119,2850,KCNJ11
1119,401,ATP1A1
1119,618,CA2
1119,2859,KCNMA1
3503,5707,NA
1182,148,ADRB1
1182,2840,KCNH2
1182,149,ADRB2
1182,4737,SCN5A
7075,910,CHEK1
8342,13954,TRAPPC6A
8342,16836,TRAPPC6B
8342,13335,TRAPPC1
8342,11245,TRAPPC4
8342,9846,TRAPPC3
8342,16988,TRAPPC5
1154,2847,KCNJ8
1154,2850,KCNJ11
1154,1903,GABRA1
2991,3575,NOS1
2234,3576,NOS2
2234,3577,NOS3
5798,4143,PRKAR1A
5798,4146,PRKAR2A
2556,1108,CRH
2556,717,CCBL1
7614,9965,HPGDS
5418,5173,TACR1
9223,1422,DRD3
9223,1421,DRD2
9223,2550,HTR2A
508,1421,DRD2
508,924,CHRM2
508,1420,DRD1
508,923,CHRM1
508,2551,HTR2B
6871,7796,NCOA2
6871,1627,ESR1
8810,2545,HTR1A
8810,2550,HTR2A
8810,2554,HTR4
13164,1516,EGFR
1381,2045,GLRA1
1381,1903,GABRA1
1381,3944,PLA2G2A
1381,4896,SLC6A2
11359,192,ALB
4771,1661,F2
6920,1671,F10
1964,618,CA2
1127,6468,NR1I2
290,3007,LIG3
290,3006,LIG1
3321,5707,NA
11219,3875,PGR
11219,209,AR
11219,1627,ESR1
11219,1628,ESR2
2062,3054,LTA4H
2062,3245,MME
1580,148,ADRB1
1580,150,ADRB3
1580,149,ADRB2
7108,490,BCL2L1
5341,578,SERPING1
543,2557,HTR7
543,1423,DRD4
543,1422,DRD3
543,142,ADRA1A
543,1421,DRD2
543,1323,HRH1
543,1420,DRD1
543,923,CHRM1
543,2550,HTR2A
543,2552,HTR2C
543,2551,HTR2B
543,13393,HRH4
543,2556,HTR6
543,4896,SLC6A2
543,2553,HTR3A
543,4897,SLC6A3
543,4898,SLC6A4
543,145,ADRA2A
543,2545,HTR1A
543,1903,GABRA1
543,2546,HTR1B
3206,8399,MAN1B1
3311,4306,PTPN1
5916,3785,PDCD1
2723,1661,F2
5984,554,BRAF
5984,2871,KDR
7124,4137,PRKACA
5895,6414,TNFRSF10B
5434,5647,VEGFA
5434,2341,HGF
5434,2695,CXCL8
5434,1743,FGF2
8192,5056,SRC
1466,3677,OPRM1
4058,1078,CPA1
414,2841,KCNJ1
4876,1411,DPP4
3477,4288,PTGS2
7883,2640,IGHG1
7454,209,AR
820,6306,PDE5A
820,10930,PDE11A
1125,2000,GGCX
7107,4140,PKIA
7107,4137,PRKACA
333,9120,LY96
333,3691,ORM2
333,3674,OPRD1
333,2553,HTR3A
333,12906,CHRNA10
333,16603,GRIN3A
333,3677,OPRM1
813,3674,OPRD1
813,3677,OPRM1
813,3876,ABCB1
813,3675,OPRK1
3060,1347,DHFR
7297,2976,LCK
1274,149,ADRB2
7995,4137,PRKACA
7995,15142,GSG2
7995,4140,PKIA
6926,4058,PPARG
2239,189,ALAD
1483,1906,GABRA4
1483,2183,GRIK2
1483,1907,GABRA5
1483,1908,GABRA6
1483,1905,GABRA3
1483,934,CHRNA7
1483,932,CHRNA4
1483,2176,GRIA2
1483,1903,GABRA1
1483,1904,GABRA2
8539,834,CDK2
2169,4083,PPP1CC
6156,4897,SLC6A3
6156,4898,SLC6A4
6156,4896,SLC6A2
6635,1671,F10
9066,1854,FSHR
2315,3788,PDE2A
2315,500,HCN2
2315,4143,PRKAR1A
8595,1627,ESR1
8595,7796,NCOA2
6987,3063,LTF
6987,10826,PLA2G2E
7831,40,ABL1
1211,10012,SLCO1B3
1211,7876,SLCO1B1
1211,2840,KCNH2
3455,2679,IL2
6475,784,CD40LG
8237,8232,POLK
3835,4355,PYGM
3742,1627,ESR1
5468,2773,ITGA4
6471,132,ADORA1
6698,1323,HRH1
6698,8401,HRH3
857,5055,SQLE
1876,4206,PRSS1
4334,6294,AOC3
984,209,AR
1689,209,AKR1B1
9401,490,BCL2L1
9401,3156,MCL1
9401,488,BCL2
2335,3577,NOS3
2943,2217,GSTA1
8250,2903,KIF11
1265,3656,P
13800,654,CALM1
13800,694,CASQ1
13800,647,CALB2
4129,2176,GRIA2
2542,5561,UBB
214,4920,SLC12A1
4941,883,CFTR
4941,12048,ANO1
2553,2215,GSR
11582,488,BCL2
11582,2045,GLRA1
143,2295,HAGH
143,2165,GPX3
143,23974,GPX8
143,2226,GSTM5
143,2229,GSTT1
143,2220,GSTA4
143,2225,GSTM4
143,3217,MGST3
143,2043,GLO1
143,2049,GLRX
143,6903,GSTO1
143,10979,TXNDC12
143,19228,GSTA5
143,3215,MGST1
143,2217,GSTA1
143,2223,GSTM2
143,9965,HPGDS
143,2163,GPX1
143,2166,GPX4
143,1626,ESD
143,21416,GSTK1
143,3251,MMP9
143,2167,GPX5
143,2224,GSTM3
143,16711,GSTO2
143,10956,GLRX2
143,2215,GSR
143,2168,GPX7
143,2216,GSS
143,3062,LTC4S
143,3216,MGST2
143,2164,GPX2
143,2219,GSTA3
143,2227,GSTP1
143,209,AKR1B1
143,1252,CYP3A4
143,2218,GSTA2
143,2168,GPX6
143,2231,GSTZ1
143,2001,GGT1
143,2222,GSTM1
837,1903,GABRA1
837,1900,GABBR1
3461,6298,AKR1C3
3461,2503,HSD11B1
3461,2402,HMGCR
3461,3174,ME1
3461,1893,G6PD
3461,3328,MTHFD1
3461,1329,DECR1
3461,1732,FDXR
3461,124,ADH1B
3461,13984,DHRS11
3461,5907,HSD17B8
3461,1312,AKR1C2
3461,527,BLVRB
3461,12892,AKR1B10
3461,3169,MDH1
3461,1311,AKR1C1
3461,7652,AKR1A1
3461,1139,CRYZ
3461,2505,HSD17B1
3461,3575,NOS1
3461,5039,SPR
3461,11083,DCXR
3461,1347,DHFR
3461,2576,IDH1
3461,209,AKR1B1
3461,26136,DHRS4L1
3461,4040,POR
3461,9029,NNT
3461,8583,PTGR1
2457,6188,LIPF
312,1903,GABRA1
312,2176,GRIA2
312,1906,GABRA4
312,2183,GRIK2
312,932,CHRNA4
312,1904,GABRA2
312,1907,GABRA5
312,934,CHRNA7
312,1905,GABRA3
312,6468,NR1I2
312,1908,GABRA6
7054,834,CDK2
2288,4206,PRSS1
2028,5530,TUB
1002,4741,SCN10A
7779,1411,DPP4
7771,1821,FNTB
7771,1819,FNTA
7771,2915,KRAS
68,2608,IFNAR2
68,2607,IFNAR1
11077,3817,ENPP1
6958,2527,HSP90AA1
7848,1671,F10
2431,5609,UCK2
1439,3674,OPRD1
1439,3677,OPRM1
1439,3675,OPRK1
1643,1447,DTYMK
1643,5549,TYMS
2818,2176,GRIA2
9146,2305,HBA1
3738,13429,PPCDC
9422,4056,PPARA
7862,18929,DHFRL1
1081,3674,OPRD1
1081,3677,OPRM1
5882,1628,ESR2
5882,1627,ESR1
3434,7859,GNLY
3934,11580,CYCS
1454,4897,SLC6A3
1454,2550,HTR2A
1454,4898,SLC6A4
1454,4896,SLC6A2
1454,4932,SLC18A2
1454,2551,HTR2B
1454,2552,HTR2C
4315,325,ARF4
4315,348,ARL3
4315,19205,ARL5B
4315,815,CDC42
4315,1500,EEF2
4315,323,ARF1
4315,3565,NME1
4315,12718,IRGC
4315,2214,GSPT1
4315,2076,GNAT1
4315,6836,RAB9A
4315,3566,NME2
4315,5340,TGM3
4315,2067,GNAI1
4315,4406,RAP2A
4315,5894,RAB7A
4315,4394,RALA
4315,4491,RHEB
4315,345,ARL1
4315,2488,HRAS
4315,1492,EEF1A1
4315,4397,RAN
4315,5536,TUFM
4315,4377,RAC1
4315,4366,RAB5A
4315,2060,GMDS
4315,16841,ADSSL1
4315,5339,TGM2
4315,1525,EIF2S3
4315,9500,ARL5A
4315,329,ARF6
4315,6392,RAB11A
4315,332,RHOA
4315,11439,RAB8B
4315,11042,SAR1B
4315,14163,EFTUD1
1255,4897,SLC6A3
1255,143,ADRA1B
1253,142,ADRA1A
454,4897,SLC6A3
454,2188,GRIN2B
454,3675,OPRK1
454,4898,SLC6A4
454,3677,OPRM1
454,2187,GRIN1
454,4896,SLC6A2
454,2189,GRIN2C
454,2190,GRIN2D
454,874,CES1
1378,401,ATP1A1
7741,1661,F2
953,2546,HTR1B
953,2549,HTR1F
953,2547,HTR1D
8788,2527,HSP90AA1
1146,1323,HRH1
1146,4897,SLC6A3
11830,6456,HDAC3
11830,2328,HDAC2
11830,2327,HDAC1
7795,838,CDK6
13929,459,AVPR1A
13929,3703,OXTR
11967,2675,IL1B
11967,3187,MAP3K1
11967,4175,MAP2K2
11967,2689,IL6
11967,5404,TNF
1003,2859,KCNMA1
1003,4701,S100P
7095,1661,F2
7095,4206,PRSS1
631,4015,POLA1
631,4667,RRM1
7601,2527,HSP90AA1
391,618,CA2
391,1421,DRD2
391,619,CA3
391,1422,DRD3
2468,2407,HMOX1
6342,757,CD19
4630,2192,NR3C1
1953,1142,MAPK14
8932,1489,EDNRB
8932,1488,EDNRA
6457,2840,KCNH2
2869,1211,CTSV
2869,1209,CTSK
3824,4009,PNMT
939,4287,PTGS1
939,2866,KCNQ2
939,2867,KCNQ3
939,4288,PTGS2
939,213,ALOX5
850,654,CALM1
850,1421,DRD2
850,1420,DRD1
122,484,BCHE
122,6921,PCYT1B
122,934,CHRNA7
122,18519,PHOSPHO1
122,3961,PLD2
122,3783,PCYT1A
122,57,ACHE
122,3960,PLD1
8092,1142,MAPK14
3891,1209,CTSK
5930,3275,MPL
5017,2689,IL6
5017,5404,TNF
1973,4207,PRSS2
889,2553,HTR3A
7742,618,CA2
4216,6757,STK17B
4216,2321,HCK
4216,8075,RUVBL2
4216,4838,SHBG
4216,3919,PIM1
4216,9540,HIBCH
4216,3569,NQO2
4216,424,ATP5B
4216,179,AHR
4216,6315,EIF3F
4216,421,ATP5A1
4216,2517,HSPA2
4216,426,ATP5C1
4216,3921,PIK3CG
4216,6468,NR1I2
4216,5564,UBA1
4216,2527,HSP90AA1
4216,17371,UGT3A1
4216,8971,SF3B3
4216,713,CBR1
4216,1627,ESR1
4216,1165,CSNK2B
4216,1163,CSNK2A1
4216,862,CEBPB
4216,1628,ESR2
4216,70,ACTB
4216,1234,CYP1B1
6346,214,ALOX5AP
3449,3576,NOS2
3449,3575,NOS1
1270,5647,VEGFA
8224,874,CES1
4112,3944,PLA2G2A
3924,1163,CSNK2A1
1212,6827,SLC22A6
1212,6845,SLC22A8
1212,12566,SLC22A11
1212,4925,SLC15A1
8341,1692,PTK2B
629,146,ADRA2B
629,145,ADRA2A
5675,1739,FGA
926,4680,RXRG
926,4411,RARG
926,4410,RARB
926,4409,RARA
926,4679,RXRB
926,4678,RXRA
8806,1328,HRH2
1407,150,ADRB3
1407,149,ADRB2
1407,3547,NGF
1407,5404,TNF
1407,148,ADRB1
322,5549,TYMS
8624,1661,F2
8624,179,AHR
8561,3255,MMP13
2198,4287,PTGS1
11831,3213,MGMT
11831,2227,GSTP1
633,145,ADRA2A
7866,2503,HSD11B1
207,9064,PADI4
207,286,BIRC5
4799,5618,UQCRB
4799,8177,UQCR11
4799,5619,UQCRC1
4799,5621,UQCRFS1
4799,10712,UQCR10
4799,3325,MT-CYB
4799,9840,UQCRQ
4799,5620,UQCRC2
4799,5622,UQCRH
4799,1228,CYC1
12077,2716,TNFRSF9
1941,4679,RXRB
12450,1627,ESR1
3040,3063,LTF
155,9060,DDAH2
155,8389,PADI2
155,3694,OTC
155,3577,NOS3
155,380,ASS
155,21252,PADI6
155,380,ASS1
155,10771,PADI1
155,3576,NOS2
155,9064,PADI4
155,9065,DDAH1
155,3575,NOS1
155,11407,PADI3
150,7674,WARS2
150,5669,WARS
349,2476,HPD
11738,145,ADRA2A
6942,1661,F2
5797,1710,FCER1A
5968,5404,TNF
8607,1243,CYP2C8
12670,132,ADORA1
3466,4411,RARG
12364,1671,F10
7456,3820,PDPK1
599,934,CHRNA7
599,1906,GABRA4
599,2176,GRIA2
599,2183,GRIK2
599,1907,GABRA5
599,932,CHRNA4
599,926,CHRM3
599,1908,GABRA6
599,1905,GABRA3
599,1903,GABRA1
599,1904,GABRA2
599,1676,FAAH
3253,1411,DPP4
4924,926,CHRM3
4924,1421,DRD2
343,642,CACNG1
7112,11710,EGLN1
8273,10170,IGHV1-2
3889,2295,HAGH
4144,3172,MDM2
8410,2640,IGHG1
6834,5160,SYK
5969,5647,VEGFA
5969,839,CDK7
7734,9103,BACE1
610,142,ADRA1A
6810,5884,CXCR4
451,5351,THRB
451,5350,THRA
11914,2710,IL13
731,5147,ABCC8
731,4058,PPARG
695,618,CA2
695,4920,SLC12A1
4463,713,CBR1
8844,4354,PYGL
2180,3570,NMT1
2180,6862,NMT2
6354,2182,GRIK1
6354,1900,GABBR1
1069,923,CHRM1
1069,926,CHRM3
1069,927,CHRM4
1069,928,CHRM5
1069,1421,DRD2
1069,2550,HTR2A
1069,1328,HRH2
1069,924,CHRM2
1069,142,ADRA1A
1069,654,CALM1
1069,1323,HRH1
7102,3054,LTA4H
7269,1081,CPB1
5110,2610,IFNG
1283,4288,PTGS2
1283,4287,PTGS1
8285,722,CCNA2
8285,834,CDK2
2142,483,BCAT2
2142,717,CCBL1
6781,2192,NR3C1
1251,5147,ABCC8
1251,2847,KCNJ8
8430,18840,LCTL
2090,3248,MMP3
5311,2895,KLKB1
2840,2527,HSP90AA1
6858,4206,PRSS1
6858,1661,F2
4632,1142,MAPK14
3802,1627,ESR1
2974,1240,CYP2B6
8822,173,AGTR1
8441,834,CDK2
11131,5662,TRPV1
8,2608,IFNAR2
8,2607,IFNAR1
3526,618,CA2
765,5341,TH
3704,127,ADH5
8179,2043,GLO1
6755,390,SERPINC1
4223,3575,NOS1
4223,3577,NOS3
123,2819,KARS
123,15609,SLC7A3
123,4906,SLC7A1
123,4907,SLC7A2
123,4909,SLC7A4
3714,4306,PTPN1
13174,5614,NR1H2
13174,7424,NR1H3
13174,213,ALOX5
1738,4149,PRKCB
5750,1009,CNR1
98,2785,ITGB3
98,2781,ITGAV
98,747,CD4
98,2390,MR1
98,768,CD86
98,2783,ITGB1
98,737,CD1A
98,2779,ITGAL
98,1717,FCGR2B
668,142,ADRA1D
668,150,ADRB3
668,145,ADRA2A
668,148,ADRB1
668,146,ADRA2B
668,142,ADRA1A
668,149,ADRB2
668,147,ADRA2C
668,5000,SOD1
668,143,ADRA1B
668,5404,TNF
668,3729,PAH
4665,1235,CYP2A6
8882,1411,DPP4
484,145,ADRA2A
484,147,ADRA2C
484,146,ADRA2B
1564,209,AR
34,2608,IFNAR2
34,2607,IFNAR1
11098,1968,GC
4018,3577,NOS3
1748,618,CA2
39,2539,HSPG2
39,1756,FGFR1
39,1760,FGFR4
39,6445,NRP1
39,1759,FGFR2
39,1757,FGFR3
7056,2503,HSD11B1
9147,2305,HBA1
9147,2309,HBB
9147,1870,FTL
2463,4206,PRSS1
8516,3124,MAOB
8583,40,ABL1
7520,1215,CTSS
4951,3721,FURIN
6857,3951,PLAU
1068,6468,NR1I2
1068,576,TSPO
1068,4058,PPARG
7913,6359,CTSF
5688,4896,SLC6A2
5688,4898,SLC6A4
2854,5140,SULT2A1
2854,2641,IGHG2
2854,11075,HSD17B11
1007,1271,CYP51A1
11828,1516,EGFR
8569,4137,PRKACA
8569,4140,PKIA
1671,618,CA2
8321,3120,MAN2A1
12339,11239,NIP7
12339,4665,RRBP1
8461,209,AR
9221,3547,NGF
9221,2689,IL6
9221,3809,PDGFRB
9221,5404,TNF
9221,1806,FLT1
9221,2532,HSP90AB1
9221,2683,IL3
9221,2527,HSP90AA1
2386,10975,LAP3
869,620,CA4
869,618,CA2
869,619,CA3
869,617,CA1
4012,1770,FKBP1A
3893,1940,GAPDH
8654,4009,PNMT
509,5351,THRB
509,5350,THRA
509,5349,TPO
306,1904,GABRA2
306,2183,GRIK2
306,2176,GRIA2
306,1907,GABRA5
306,934,CHRNA7
306,1906,GABRA4
306,1908,GABRA6
306,932,CHRNA4
306,1905,GABRA3
306,1903,GABRA1
7587,1215,CTSS
3657,4355,PYGM
6878,1661,F2
4195,4355,PYGM
2950,837,CDK5
2950,803,CDK1
2950,834,CDK2
371,1905,GABRA3
371,1904,GABRA2
371,1906,GABRA4
371,1908,GABRA6
371,1907,GABRA5
371,1903,GABRA1
5451,3536,NFKB1
5451,3537,NFKB2
5521,7876,SLCO1B1
5521,8426,SLCO2B1
1990,4559,RORA
6855,4206,PRSS1
6855,3951,PLAU
1388,635,CACNA1S
1388,639,CACNB2
1388,6514,CACNA1G
1388,634,CACNA1F
1388,6512,CACNA1I
1388,631,CACNA1C
1388,638,CACNB1
1388,640,CACNB3
1388,6513,CACNA1H
1388,632,CACNA1D
1388,641,CACNB4
3781,47,ACACB
499,209,AR
499,6468,NR1I2
499,179,AHR
929,4280,PTGER4
929,4278,PTGER2
929,4279,PTGER3
5085,4118,NPY4R
2195,1142,MAPK14
13150,1670,F9
13150,1013,F3
13150,1671,F10
2538,834,CDK2
173,12534,PECR
173,63,ACP1
173,304,APRT
173,3317,MTAP
173,47,ACACB
173,5074,SRPK2
2021,209,AKR1B1
2021,12892,AKR1B10
1940,4137,PRKACA
6848,5449,TPSAB1
1057,484,BCHE
5281,488,BCL2
5281,5532,TUBA4A
7030,209,AKR1B1
653,642,CACNG1
653,637,CACNA2D1
653,631,CACNA1C
653,639,CACNB2
653,635,CACNA1S
653,638,CACNB1
513,3950,PLAT
513,3963,PLG
513,3037,LPA
725,926,CHRM3
725,928,CHRM5
725,923,CHRM1
725,927,CHRM4
725,924,CHRM2
6249,1628,ESR2
6249,1627,ESR1
9239,142,ADRA1A
2789,5138,SULT2B1
2789,6468,NR1I2
5814,1770,FKBP1A
694,5430,TOP2B
694,5428,TOP2A
996,7001,GABBR2
996,637,CACNA2D1
996,1900,GABBR1
996,6751,CACNA2D2
996,630,CACNA1B
996,132,ADORA1
4620,2187,GRIN1
8217,1530,EIF4E
8217,860,CEACAM5
11065,1627,ESR1
13876,3123,MAOA
707,2987,LDLR
707,1714,FCGR1A
7485,1631,ESRRG
99,1541,ELANE
99,1150,CSF3R
11251,928,CHRM5
2243,6359,CTSF
1151,928,CHRM5
1151,1323,HRH1
1151,2545,HTR1A
1151,4896,SLC6A2
1151,149,ADRB2
1151,1421,DRD2
1151,923,CHRM1
1151,2552,HTR2C
1151,2550,HTR2A
1151,927,CHRM4
1151,926,CHRM3
1151,148,ADRB1
1151,4964,SMPD1
1151,924,CHRM2
1151,4898,SLC6A4
8558,148,ADRB1
8558,2981,LCT
1905,4206,PRSS1
1905,3951,PLAU
7740,2403,HMGCS1
2565,12567,HDAC8
1345,401,ATP1A1
9477,1304,ACE
9477,509,BDKRB1
8003,4306,PTPN1
2451,2843,KCNJ3
2451,2912,MIP
2451,4006,PNLIP
2451,982,CLPS
2451,309,AQP1
2451,4493,RHO
14060,4288,PTGS2
11632,1046,COMT
2197,834,CDK2
2020,209,AKR1B1
14007,934,CHRNA7
11160,2928,KRT12
7737,9103,BACE1
372,1421,DRD2
372,1420,DRD1
372,1423,DRD4
2638,461,AVPR2
2638,460,AVPR1B
2638,459,AVPR1A
6827,2094,GNRHR
5792,7614,SIGMAR1
8176,3124,MAOB
7471,722,CCNA2
7471,834,CDK2
8051,1411,DPP4
8263,12400,HIF1AN
8124,834,CDK2
1238,2547,HTR1D
1238,145,ADRA2A
1238,2553,HTR3A
1238,1420,DRD1
1238,2556,HTR6
1238,147,ADRA2C
1238,1323,HRH1
1238,928,CHRM5
1238,923,CHRM1
1238,2557,HTR7
1238,2546,HTR1B
1238,1422,DRD3
1238,2545,HTR1A
1238,1423,DRD4
1238,146,ADRA2B
1238,143,ADRA1B
1238,2550,HTR2A
1238,927,CHRM4
1238,926,CHRM3
1238,142,ADRA1A
1238,2548,HTR1E
1238,1421,DRD2
1238,924,CHRM2
1238,2552,HTR2C
3349,2349,HINT1
3349,3792,PDE4B
1220,6468,NR1I2
7448,10975,LAP3
6700,4896,SLC6A2
6700,4898,SLC6A4
4674,1311,AKR1C1
4674,1488,EDNRA
4405,3254,MMP12
8906,2192,NR3C1
605,12892,AKR1B10
605,4287,PTGS1
605,4057,PPARD
605,8397,PTGDR2
605,4165,MAPK3
605,4288,PTGS2
605,209,AKR1B1
3115,4174,MAP2K1
5506,4306,PTPN1
1681,3863,PGAM2
3712,5056,SRC
8133,834,CDK2
7688,834,CDK2
7688,722,CCNA2
5073,8943,SIRT1
11581,488,BCL2
930,4280,PTGER4
8362,1163,CSNK2A1
4633,4715,SAT1
4376,4150,PRKCD
4566,4355,PYGM
4566,2726,IMPDH2
4566,16841,ADSSL1
4544,4355,PYGM
444,5428,TOP2A
247,2546,HTR1B
247,2548,HTR1E
247,2551,HTR2B
247,2557,HTR7
247,2550,HTR2A
247,2545,HTR1A
247,2549,HTR1F
247,2552,HTR2C
4493,2112,GPI
4493,1708,FBP1
4493,3853,PFKFB4
4493,3850,PFKFB1
8320,1627,ESR1
8320,7796,NCOA2
8097,1142,MAPK14
4972,2227,GSTP1
227,2402,HMGCR
227,2328,HDAC2
227,2779,ITGAL
1624,145,ADRA2A
1624,2550,HTR2A
1624,1323,HRH1
1624,142,ADRA1A
1624,1420,DRD1
1624,1421,DRD2
2309,396,ATIC
2309,2480,HPRT1
5139,14594,PDGFD
11590,3345,MTR
11590,9129,SLC7A11
11590,411,FXYD2
3707,3575,NOS1
3707,3577,NOS3
590,142,ADRA1D
590,15886,KCNH7
590,14704,KCNH6
590,142,ADRA1A
590,2840,KCNH2
590,143,ADRA1B
4088,4306,PTPN1
9215,4287,PTGS1
9215,4288,PTGS2
8949,6458,HCAR3
8949,20617,HCAR2
6888,834,CDK2
7538,722,CCNA2
7538,834,CDK2
9460,620,CA4
9460,618,CA2
9460,626,CA9
9460,617,CA1
6494,2094,GNRHR
5243,2809,JAK2
4099,21190,NMNAT3
4099,13747,NMNAT1
1960,1530,EIF4E
1960,10602,DCPS
8693,1202,CTRB1
2378,9103,BACE1
1615,1323,HRH1
50,3002,LHCGR
50,2094,GNRHR
404,719,CCKAR
215,142,ADRA1A
215,923,CHRM1
215,1323,HRH1
215,4898,SLC6A4
215,2552,HTR2C
5147,5532,TUBA4A
5147,15550,TUBA1C
5147,5880,TUBA1A
5147,7689,TUBA1B
5147,7693,TUBB4A
5147,5534,TUBB2A
5147,5533,TUBA3C
5147,14700,TUBB1
5147,14489,TUBA4B
5147,21127,TUBB2B
5147,5534,TUBB
5147,7694,TUBB4B
5147,16332,TUBA3E
5147,15454,TUBB6
5147,7692,TUBB3
7528,2871,KDR
4282,2981,LCT
1282,3703,OXTR
952,2545,HTR1A
952,2546,HTR1B
952,2549,HTR1F
952,2547,HTR1D
3478,8940,SIRT5
8642,1347,DHFR
1884,1411,DPP4
9421,5470,TRHR
3994,261,ANXA3
9108,5667,VWF
3604,5351,THRB
1241,4056,PPARA
3968,4457,REN
4636,9228,QPCT
3566,149,ADRB2
3566,148,ADRB1
3566,5547,TXNRD1
1008,1271,CYP51A1
6176,3286,ABCC1
6176,7382,HDAC6
6176,2327,HDAC1
6176,7163,HDAC4
6176,2328,HDAC2
228,2175,GRIA1
228,2820,KCNA1
228,2864,KCNN4
228,427,ATP5D
228,2328,HDAC2
228,9815,ATP2C1
7713,3250,MMP8
1404,2689,IL6
