#DrugBank-ID,host-protein-ID,gene
398,2892,KIT
398,1756,FGFR1
398,3809,PDGFRB
398,1809,FLT4
398,2871,KDR
398,4462,RET
398,1806,FLT1
398,554,BRAF
398,4391,RAF1
398,1807,FLT3
7333,2871,KDR
1019,924,CHRM2
1019,923,CHRM1
1019,926,CHRM3
1019,927,CHRM4
1128,209,AR
5220,5118,AURKA
8495,1671,F10
396,1262,CYP17A1
396,209,AR
396,4838,SHBG
396,6468,NR1I2
396,1627,ESR1
396,3675,OPRK1
396,3690,ORM1
396,3875,PGR
396,2192,NR3C1
317,1516,EGFR
1711,125,ADH1C
4896,4896,SLC6A2
4896,4898,SLC6A4
7326,2871,KDR
958,209,AR
6720,1959,GBA
3399,3143,MB
4701,2223,GSTM2
8322,4355,PYGM
14001,4093,PPP2CA
14001,20127,SEC14L4
14001,4148,PRKCA
14001,1279,DGKA
14001,213,ALOX5
14001,4149,PRKCB
14001,6468,NR1I2
14001,19681,SEC14L3
14001,4094,PPP2CB
14001,9038,SEC14L2
3195,1447,DTYMK
2467,4366,RAB5A
2067,4844,SHMT1
7597,4009,PNMT
5956,2188,GRIN2B
5956,4678,RXRA
6362,5428,TOP2A
6362,5430,TOP2B
7852,834,CDK2
7852,722,CCNA2
8737,1627,ESR1
8304,2176,GRIA2
1400,57,ACHE
4557,7349,NR1H4
4557,4056,PPARA
4557,4678,RXRA
4557,4287,PTGS1
3024,4457,REN
1103,3957,PLCL1
1103,150,ADRB3
1103,6099,PLA2G6
1103,3945,PLA2G4A
5294,1516,EGFR
5294,4462,RET
5294,5301,TEK
5294,4293,PTK6
5294,5647,VEGFA
4495,5056,SRC
9526,5550,TYR
7328,1411,DPP4
3256,8065,FTCD
4861,149,ADRB2
4861,148,ADRB1
288,2192,NR3C1
288,256,ANXA1
7830,1411,DPP4
8332,2640,IGHG1
6203,1411,DPP4
6719,2094,GNRHR
6719,3002,LHCGR
3267,3768,PCK1
4946,2556,HTR6
4946,1422,DRD3
4946,1423,DRD4
4946,1421,DRD2
4946,2545,HTR1A
4946,147,ADRA2C
4946,1420,DRD1
4946,142,ADRA1A
4946,2557,HTR7
4946,2550,HTR2A
4946,1323,HRH1
283,1323,HRH1
200,3348,MTRR
200,3381,MUT
200,3345,MTR
200,5934,CUBN
200,194,AMN
200,20537,MMAB
200,18621,MMAA
200,9356,MMACHC
200,5244,TCN1
6976,834,CDK2
2583,1347,DHFR
11,2608,IFNAR2
11,2607,IFNAR1
351,3875,PGR
351,2192,NR3C1
7965,1209,CTSK
309,14700,TUBB1
151,14634,SLC19A3
151,1192,CTH
151,11234,CSAD
151,2033,GCLC
151,2216,GSS
151,14133,CARS2
151,6598,NFS1
151,2034,GCLM
151,850,CDO1
151,715,CBS
151,683,CARS
151,2101,GOT1
151,3213,MGMT
3126,13217,MYH14
1613,3606,NPR2
1613,3605,NPR1
12328,179,AHR
8533,834,CDK2
4559,3577,NOS3
7210,834,CDK2
7836,3943,PLA2G1B
804,924,CHRM2
804,923,CHRM1
5184,5056,SRC
5184,40,ABL1
5184,2621,IGF1R
5184,42,ABL2
5562,2545,HTR1A
13,3767,SERPINA5
13,5097,ST14
13,3553,NID1
13,3963,PLG
13,3950,PLAT
13,3731,SERPINB2
13,3730,SERPINE1
13,3045,LRP2
13,3952,PLAUR
13,3951,PLAU
3194,3145,MBL2
7181,1411,DPP4
5552,3921,PIK3CG
5552,3920,PIK3CD
3525,5056,SRC
2541,4208,PRSS3
9302,19545,PCSK9
768,4686,S100A1
768,4700,S100B
768,1323,HRH1
768,4699,S100A13
768,4688,S100A2
768,4698,S100A12
423,617,CA1
9536,6331,MARCO
14034,4058,PPARG
8570,5707,NA
8473,1163,CSNK2A1
2932,209,AR
7309,8187,METAP2
291,3007,LIG3
652,3675,OPRK1
652,7614,SIGMAR1
652,3677,OPRM1
4109,4208,PRSS3
1698,713,CBR1
1698,6298,AKR1C3
834,3875,PGR
834,305,KLK3
834,2192,NR3C1
834,6468,NR1I2
836,3677,OPRM1
836,4036,POMC
836,654,CALM1
836,3674,OPRD1
836,629,CACNA1A
836,3675,OPRK1
335,148,ADRB1
335,149,ADRB2
5897,2621,IGF1R
6843,110,ADCY2
6843,112,ADCY5
6843,2075,GNAS
175,2402,HMGCR
11157,2928,KRT12
11157,2918,KRT2
11157,6931,MAPK8IP1
4224,4057,PPARD
4224,3994,PMP2
4224,11115,GLTP
4224,4058,PPARG
4224,4056,PPARA
4224,4678,RXRA
2027,3577,NOS3
2027,3575,NOS1
30,1084,CPE
30,3777,PCSK1
30,2748,INSR
30,3045,LRP2
30,2621,IGF1R
30,16277,SYTL4
30,1205,CTSD
30,4419,RB1
30,3779,PCSK2
30,2631,IGFBP7
30,3586,NOV
30,2575,IDE
347,6514,CACNA1G
7237,3054,LTA4H
5449,3876,ABCB1
2106,5351,THRB
1011,1260,CYP11B1
16,1602,EPOR
2388,4172,MAPK10
7902,8750,METAP1
4424,4206,PRSS1
1646,4493,RHO
717,3875,PGR
9224,1421,DRD2
4854,5702,XDH
370,3675,OPRK1
370,142,ADRA1A
370,2553,HTR3A
370,147,ADRA2C
370,4897,SLC6A3
370,149,ADRB2
370,1323,HRH1
370,4896,SLC6A2
370,145,ADRA2A
370,2552,HTR2C
370,2551,HTR2B
370,1421,DRD2
370,8401,HRH3
370,4898,SLC6A4
370,2550,HTR2A
370,148,ADRB1
370,1422,DRD3
370,2557,HTR7
3207,3250,MMP8
145,467,BAAT
145,190,ALAS1
145,4844,SHMT1
145,19137,GLYATL2
145,4896,SLC6A5
145,7588,GLYAT
145,19055,SLC36A1
145,13777,AGXT2
145,4846,SHMT2
145,16604,GRIN3B
145,9920,GNMT
145,8980,GCAT
145,1958,GATM
145,2047,GLRB
145,17603,SLC32A1
145,4902,SLC6A9
145,2189,GRIN2C
145,5928,GLRA3
145,2035,GLDC
145,11145,PIPOX
145,2046,GLRA2
145,2045,GLRA1
145,191,ALAS2
145,2216,GSS
145,176,AGXT
145,16125,GLYATL1
145,1947,GARS
145,2130,GPR18
145,1982,GCSH
179,4838,SHBG
179,213,ALOX5
6288,1422,DRD3
6288,1421,DRD2
6288,2557,HTR7
6288,2550,HTR2A
584,1304,ACE
6670,1209,CTSK
5533,209,AKR1B1
4796,5646,VDR
9228,1672,F11
9228,3950,PLAT
9228,1661,F2
9228,584,C1S
9228,2895,KLKB1
9228,1673,F12
9228,583,C1R
824,3792,PDE4B
824,134,ADORA2B
824,132,ADORA1
824,136,ADORA3
824,133,ADORA2A
824,3791,PDE4A
6948,722,CCNA2
6948,834,CDK2
4855,635,CACNA1S
4855,632,CACNA1D
4855,142,ADRA1D
4855,148,ADRB1
4855,639,CACNB2
4855,631,CACNA1C
4855,640,CACNB3
4855,2840,KCNH2
4855,142,ADRA1A
4855,4730,SCN1A
4855,641,CACNB4
4855,2857,KCNK2
4855,634,CACNA1F
4855,146,ADRA2B
4855,638,CACNB1
4855,145,ADRA2A
4855,147,ADRA2C
4855,143,ADRA1B
7180,3511,NEK2
1622,143,ADRA1B
1622,142,ADRA1A
1622,1420,DRD1
1622,1421,DRD2
1622,2545,HTR1A
1622,2550,HTR2A
78,584,C1S
78,581,C1QB
78,1717,FCGR2B
78,1716,FCGR2A
78,583,C1R
78,1714,FCGR1A
78,582,C1QC
78,758,MS4A1
78,6638,FCGR2C
78,580,C1QA
78,1718,FCGR3A
78,1719,FCGR3B
2712,209,AKR1B1
1800,354,ARSA
4929,214,ALOX5AP
4858,1421,DRD2
7660,1661,F2
4230,1141,CS
3191,3135,MAT1A
7625,3951,PLAU
8335,3223,MIF
1281,767,CD80
1281,768,CD86
7256,1595,EPHB4
1142,928,CHRM5
1142,2545,HTR1A
1142,4898,SLC6A4
1142,2840,KCNH2
1142,145,ADRA2A
1142,2550,HTR2A
1142,926,CHRM3
1142,1328,HRH2
1142,142,ADRA1D
1142,13393,HRH4
1142,1323,HRH1
1142,1421,DRD2
1142,146,ADRA2B
1142,143,ADRA1B
1142,2556,HTR6
1142,923,CHRM1
1142,142,ADRA1A
1142,2551,HTR2B
1142,147,ADRA2C
1142,4896,SLC6A2
1142,927,CHRM4
1142,924,CHRM2
1142,2552,HTR2C
6984,3120,MAN2A1
6217,2840,KCNH2
6217,2824,KCNA5
6217,2835,KCND3
6217,4737,SCN5A
6070,2532,HSP90AB1
6070,2527,HSP90AA1
1409,927,CHRM4
1409,928,CHRM5
1409,924,CHRM2
1409,923,CHRM1
1409,926,CHRM3
9332,2000,GGCX
9332,1667,F7
9332,1671,F10
9332,1661,F2
9332,4195,PROS1
9332,4192,PROC
9332,1670,F9
2436,4306,PTPN1
7148,4125,PREP
105,2608,IFNAR2
105,2607,IFNAR1
738,1398,TRDMT1
8772,209,AKR1B1
8772,12892,AKR1B10
8398,1627,ESR1
8398,7796,NCOA2
4834,924,CHRM2
4455,5942,proX
1704,1202,CTRB1
2616,102,ADA
8777,910,CHEK1
6073,9103,BACE1
3929,2045,GLRA1
3929,2187,GRIN1
3929,4725,SERPINB3
8378,3408,MYH7
8378,7899,MYL12A
8378,17584,MYL6B
8448,1347,DHFR
4513,654,CALM1
4513,5412,TNNC1
4513,5415,TNNI3
4988,1607,ERBB2
4988,1516,EGFR
7907,11596,HAO1
235,3789,PDE3A
2236,1948,GART
6773,91,ACTN1
3622,3250,MMP8
2999,2183,GRIK2
2999,2176,GRIA2
2585,4208,PRSS3
12001,838,CDK6
12001,836,CDK4
8572,722,CCNA2
8572,834,CDK2
455,2840,KCNH2
455,1323,HRH1
4426,3145,MBL2
8005,4172,MAPK10
6042,5428,TOP2A
6042,5534,TUBB
6042,5430,TOP2B
6042,7692,TUBB3
6042,14700,TUBB1
6042,7693,TUBB4A
12845,7571,MSLN
3288,4354,PYGL
8611,1215,CTSS
4942,4410,RARB
4942,4409,RARA
285,4898,SLC6A4
285,4896,SLC6A2
285,4897,SLC6A3
3305,3577,NOS3
3125,1347,DHFR
5642,2553,HTR3A
5642,4896,SLC6A2
4432,4206,PRSS1
2497,263,ANXA5
773,5428,TOP2A
773,5430,TOP2B
13781,148,ADRB1
4678,43,ABO
6981,4868,SKP1
4851,20795,ABCB5
4851,3286,ABCC1
4851,6889,ABCG2
8165,618,CA2
2221,618,CA2
8809,2231,GSTZ1
8809,3813,PDK1
4173,1765,FHIT
9093,3170,MDH2
4890,1323,HRH1
3623,4172,MAPK10
4244,1209,CTSK
7129,3951,PLAU
5790,5173,TACR1
2600,5707,NA
2924,22544,LCN9
487,5428,TOP2A
860,2192,NR3C1
5736,1209,CTSK
8537,834,CDK2
4724,2779,ITGAL
4530,6760,CYTH2
4530,5549,TYMS
4530,6361,SNX3
4530,3919,PIM1
4530,330,ARG1
4530,4137,PRKACA
4530,3803,PDE1B
4530,3792,PDE4B
4530,3896,SERPINB5
1394,5534,TUBB
1394,14700,TUBB1
2621,2213,GSN
2621,68,ACTA1
5452,459,AVPR1A
5452,460,AVPR1B
2843,4355,PYGM
295,3674,OPRD1
295,3675,OPRK1
295,3677,OPRM1
295,9120,LY96
1171,3124,MAOB
1171,3123,MAOA
7312,1708,FBP1
5295,5646,VDR
7960,3516,NEU2
2011,3694,OTC
2772,14685,TAS1R2
2772,3075,LYZ
2772,68,ACTA1
2772,11289,RTCB
2772,400,ATOX1
899,3677,OPRM1
899,3675,OPRK1
899,3674,OPRD1
8159,5425,TOP1
7071,1672,F11
8787,2527,HSP90AA1
142,2179,GRID1
142,2102,GOT2
142,2101,GOT1
142,9046,DNPEP
142,9778,OPLAH
142,2178,GRIA4
142,8065,FTCD
142,4874,SLC1A3
142,376,ASNS
142,1919,GAD2
142,14263,SLC25A22
142,9891,GLS2
142,7713,CPQ
142,6448,GMPS
142,11328,LGSN
142,1603,EPRS
142,482,BCAT1
142,2176,GRIA2
142,16604,GRIN3B
142,2189,GRIN2C
142,2180,GRID2
142,12118,NADSYN1
142,2000,GGCX
142,2177,GRIA3
142,11072,AADAT
142,2198,GRM4
142,1575,ENPEP
142,4878,SLC1A6
142,2202,GRM8
142,2183,GRIK2
142,483,BCAT2
142,15075,SLC25A18
142,2188,GRIN2B
142,5201,TAT
142,10792,PSAT1
142,2055,GLUL
142,2185,GRIK4
142,15521,GPT2
142,33,ABAT
142,4872,SLC1A1
142,2195,GRM1
142,1829,FPGS
142,3833,GATB
142,2182,GRIK1
142,4879,SLC1A7
142,2187,GRIN1
142,2186,GRIK5
142,1407,GPT
142,2190,GRIN2D
142,2184,GRIK3
142,16371,GIG18
142,3843,PFAS
142,18516,NAGS
142,2050,GLUD1
142,16603,GRIN3A
142,2048,GLS
142,1822,FOLH1
142,2201,GRM7
142,2175,GRIA1
142,16915,EARS2
142,2051,GLUD2
142,12717,CCBL2
142,1918,GAD1
142,4351,ALDH18A1
142,2034,GCLM
142,9129,SLC7A11
142,7506,AASS
142,2033,GCLC
142,4873,SLC1A2
381,638,CACNB1
381,12513,CACNA2D3
381,637,CACNA2D1
381,630,CACNA1B
381,639,CACNB2
381,617,CA1
381,632,CACNA1D
381,635,CACNA1S
381,4964,SMPD1
381,631,CACNA1C
8184,4206,PRSS1
13191,24078,CKMT1A
13191,949,CKM
13191,944,CKB
13191,1937,GAMT
13191,4901,SLC6A8
13191,951,CKMT2
5134,2527,HSP90AA1
5134,2532,HSP90AB1
2098,4510,RNASE2
2098,4511,RNASE3
2098,4509,RNASE1
8805,1328,HRH2
8073,4137,PRKACA
8073,188,AKT2
8073,4140,PKIA
8073,2212,GSK3B
2763,2707,IL12B
7838,6862,NMT2
5514,962,CLCN2
5505,5218,TBXAS1
5087,1903,GABRA1
5087,1908,GABRA6
5087,1907,GABRA5
5087,1904,GABRA2
5087,1906,GABRA4
5087,1905,GABRA3
623,654,CALM1
623,1421,DRD2
623,2550,HTR2A
623,209,AR
623,2552,HTR2C
623,1420,DRD1
11644,5531,TTR
2080,3944,PLA2G2A
811,3817,ENPP1
811,12120,PB1
811,130,ADK
811,2725,IMPDH1
811,2726,IMPDH2
811,8595,NT5C2
3847,514,BGLAP
3847,1661,F2
3847,1671,F10
12319,1242,CYP2C19
12319,1244,CYP2C9
6989,4314,PTPRB
11278,148,ADRB1
11278,145,ADRA2A
11363,211,ALK
7608,1462,DYRK1A
6894,1676,FAAH
5168,1825,FOLR3
5168,1823,FOLR1
5168,1824,FOLR2
651,132,ADORA1
651,133,ADORA2A
651,3791,PDE4A
651,3794,PDE4D
651,9858,PDE7B
651,3792,PDE4B
651,3800,PDE7A
651,3793,PDE4C
6962,13666,TPSB2
3203,11115,GLTP
3203,4338,PVR
9262,926,CHRM3
9262,923,CHRM1
9262,924,CHRM2
7336,910,CHEK1
5446,302,APOH
6709,926,CHRM3
4098,4137,PRKACA
3337,4206,PRSS1
8006,1349,DHODH
9345,1476,TYMP
474,1903,GABRA1
4338,4164,MAPK1
4338,1142,MAPK14
8605,1329,DECR1
11979,2094,GNRHR
1234,6468,NR1I2
1234,256,ANXA1
1234,3576,NOS2
1234,177,NR0B1
1234,2192,NR3C1
536,1937,GAMT
536,1365,DLG4
536,4509,RNASE1
536,196,ALDH2
2210,3943,PLA2G1B
2210,2488,HRAS
2210,2192,NR3C1
6077,2550,HTR2A
6077,1421,DRD2
8564,5056,SRC
3417,4206,PRSS1
7011,3576,NOS2
913,3677,OPRM1
3110,1142,MAPK14
5204,571,BTK
9036,2689,IL6
818,4735,SCN4A
818,4732,SCN2A
818,1910,GABRB3
7624,2503,HSD11B1
3685,2766,ISG20
3685,21412,GLT6D1
3685,2004,B4GALT1
3685,8323,LSM6
3685,11935,UCKL1
839,2192,NR3C1
9080,149,ADRB2
3962,3865,PGD
1878,1627,ESR1
1878,1628,ESR2
7164,722,CCNA2
7164,834,CDK2
4757,3589,PNP
729,926,CHRM3
1567,1914,GABRG3
1567,1907,GABRA5
1567,1911,GABRD
1567,1910,GABRB3
1567,18936,GABRR3
1567,1912,GABRE
1567,1909,GABRB1
1567,1905,GABRA3
1567,1917,GABRR2
1567,1916,GABRR1
1567,1913,GABRG1
1567,1904,GABRA2
1567,1903,GABRA1
1567,1915,GABRP
7091,4206,PRSS1
7091,1661,F2
5412,2675,IL1B
5412,1142,MAPK14
5412,5404,TNF
5412,3322,MT-CO2
548,5058,SRD5A2
548,5550,TYR
548,5060,AKR1D1
3628,5056,SRC
7319,2527,HSP90AA1
2465,1676,FAAH
7778,9840,UQCRQ
7778,5621,UQCRFS1
7778,1228,CYC1
7778,5622,UQCRH
7778,5619,UQCRC1
7778,8177,UQCR11
7778,3325,MT-CYB
7778,5618,UQCRB
7778,5620,UQCRC2
7778,10712,UQCR10
2230,3589,PNP
4821,3124,MAOB
4821,3123,MAOA
4821,4896,SLC6A2
4821,4898,SLC6A4
4821,3276,MPO
4821,4932,SLC18A2
4821,4897,SLC6A3
4560,189,ALAD
7489,1162,CSNK1G3
720,253,SLC25A4
720,254,SLC25A5
720,255,SLC25A6
3005,57,ACHE
1296,2610,IFNG
1296,3251,MMP9
1296,3537,NFKB2
1296,5404,TNF
7641,3123,MAOA
1843,4355,PYGM
918,2546,HTR1B
918,2547,HTR1D
5403,4712,MAPK12
7224,1204,CTSB
8042,2871,KDR
7684,3950,PLAT
3595,4206,PRSS1
9059,3703,OXTR
9059,459,AVPR1A
9059,461,AVPR2
9059,460,AVPR1B
13874,2577,IDH2
5199,5439,TPH1
6837,8274,ADAMTS5
6448,2627,IGFBP3
6448,1819,FNTA
4817,4287,PTGS1
4889,1421,DRD2
4889,4896,SLC6A2
4889,4898,SLC6A4
4869,7543,CALCRL
4869,649,CALCA
4787,3875,PGR
3479,4355,PYGM
435,3304,MT1A
435,2729,IDO1
435,2252,GUCY1A2
287,4282,PTGFR
8095,1142,MAPK14
6454,2545,HTR1A
6454,1421,DRD2
6454,1422,DRD3
5624,2094,GNRHR
7685,834,CDK2
564,6468,NR1I2
564,932,CHRNA4
564,936,CHRNB2
564,4737,SCN5A
8708,3919,PIM1
1247,3123,MAOA
1247,3124,MAOB
11639,540,BMPR2
11639,538,BMPR1A
8128,4009,PNMT
8249,1349,DHODH
2262,1349,DHODH
612,149,ADRB2
612,148,ADRB1
3106,7729,CDIPT
3106,1959,GBA
2159,3075,LYZ
8733,8080,ADAM28
1375,5412,TNNC1
1375,5645,VDAC3
1375,5643,VDAC2
1375,5642,VDAC1
1699,33,ABAT
6292,4890,SLC5A2
8848,4904,SLC6A12
8848,4903,SLC6A11
8848,4895,SLC6A1
8848,4905,SLC6A13
116,4846,SHMT2
116,4844,SHMT1
116,8064,ALDH1L1
116,8025,MTHFD2
116,8065,FTCD
116,396,ATIC
116,3328,MTHFD1
116,239,AMT
116,3330,MTHFR
116,16876,MTFMT
116,3345,MTR
6061,3187,MAP3K1
2868,654,CALM1
2987,3648,OAS1
2987,4509,RNASE1
4933,5380,TLR4
6660,5169,TACR2
7031,4411,RARG
6842,3791,PDE4A
6842,3794,PDE4D
2407,722,CCNA2
2407,834,CDK2
4476,2978,LCN2
5961,3767,SERPINA5
5961,578,SERPING1
5961,3893,SERPINA1
3092,243,AMY2A
3092,240,AMY1A
3092,244,AMY2B
1239,926,CHRM3
1239,927,CHRM4
1239,1420,DRD1
1239,1323,HRH1
1239,2550,HTR2A
1239,1421,DRD2
1239,924,CHRM2
1239,923,CHRM1
1239,928,CHRM5
1239,2552,HTR2C
1239,2551,HTR2B
1239,1422,DRD3
13165,6927,ROCK2
13165,4557,ROCK1
1096,2402,HMGCR
7223,1204,CTSB
8052,5056,SRC
8371,4306,PTPN1
8371,6237,YARS
5252,3576,NOS2
3405,1209,CTSK
5050,3674,OPRD1
4152,2176,GRIA2
1248,14700,TUBB1
1248,3128,MAP4
1248,3127,MAP2
1248,3130,MAPT
1248,488,BCL2
1248,6468,NR1I2
4997,2773,ITGA4
3535,4125,PREP
13003,2192,NR3C1
552,102,ADA
6814,149,ADRB2
5528,1516,EGFR
9053,571,BTK
11181,928,CHRM5
11181,926,CHRM3
11181,924,CHRM2
11181,927,CHRM4
11181,923,CHRM1
6495,5404,TNF
672,5147,ABCC8
1844,1540,CELA1
1844,4457,REN
1594,1910,GABRB3
1594,1916,GABRR1
1594,1912,GABRE
1594,1903,GABRA1
1594,1911,GABRD
1594,1909,GABRB1
1594,1917,GABRR2
1594,1913,GABRG1
1594,18936,GABRR3
1594,1905,GABRA3
1594,1915,GABRP
1594,1914,GABRG3
1594,1907,GABRA5
1594,1904,GABRA2
583,874,CES1
583,16870,SLC25A29
583,4943,SLC22A4
583,4944,SLC22A5
583,3276,MPO
583,1101,CRAT
583,643,SLC25A20
583,1093,CPT1A
583,1095,CPT2
583,5702,XDH
583,11741,CROT
2918,3794,PDE4D
1126,5057,SRD5A1
1126,5058,SRD5A2
2049,3255,MMP13
342,928,CHRM5
342,923,CHRM1
342,1323,HRH1
342,2840,KCNH2
342,924,CHRM2
342,926,CHRM3
342,927,CHRM4
8377,2640,IGHG1
7794,4164,MAPK1
8750,3576,NOS2
8305,2176,GRIA2
3059,2299,HADH
3059,50,ACADS
3059,1478,ECHS1
4316,1078,CPA1
7194,5160,SYK
6228,1671,F10
1246,1323,HRH1
6838,1661,F2
8756,4137,PRKACA
8756,4140,PKIA
8756,4557,ROCK1
8756,6927,ROCK2
7300,3820,PDPK1
7271,1411,DPP4
1116,12906,CHRNA10
3121,3944,PLA2G2A
9095,2192,NR3C1
9095,261,ANXA3
14062,3876,ABCB1
9310,1675,F13B
480,11086,CRBN
480,4288,PTGS2
480,820,CDH5
1662,1202,CTRB1
7500,10826,PLA2G2E
5838,461,AVPR2
2452,5366,TK2
2452,5365,TK1
8126,834,CDK2
646,4741,SCN10A
11574,1761,FGG
7974,1671,F10
5944,1516,EGFR
5944,1607,ERBB2
9034,2324,HCRTR1
9034,2325,HCRTR2
8765,3223,MIF
8765,618,CA2
4020,1628,ESR2
8655,1104,CREBBP
3032,2225,GSTM4
13948,2550,HTR2A
4260,3589,PNP
4322,3328,MTHFD1
7443,1349,DHODH
4055,4355,PYGM
441,11420,CMPK1
441,5549,TYMS
441,4667,RRM1
441,1347,DHFR
11133,4056,PPARA
11133,4058,PPARG
11133,5062,SREBF1
9204,149,ADRB2
9204,148,ADRB1
947,1627,ESR1
7895,1819,FNTA
7895,1821,FNTB
611,3674,OPRD1
611,3677,OPRM1
611,3675,OPRK1
1647,3792,PDE4B
357,1264,CYP19A1
357,1259,CYP11A1
3539,916,CHIT1
1591,926,CHRM3
1591,923,CHRM1
1591,927,CHRM4
1591,924,CHRM2
1591,928,CHRM5
3944,5412,TNNC1
8530,1411,DPP4
6637,2834,KCND2
6637,2830,KCNC2
6637,2826,KCNA7
6637,2824,KCNA5
6637,2820,KCNA1
6637,2828,KCNB1
6637,2825,KCNA6
6637,2835,KCND3
6637,2827,KCNA10
6637,2829,KCNC1
6637,2833,KCND1
6637,2823,KCNA4
6637,2821,KCNA2
6637,2831,KCNC3
6637,6792,KCNB2
6637,2822,KCNA3
3220,102,ADA
501,1328,HRH2
1807,1142,MAPK14
12163,2552,HTR2C
12163,2550,HTR2A
403,719,CCKAR
4910,7694,TUBB4B
1877,3248,MMP3
3044,1142,MAPK14
6185,3589,PNP
2998,7796,NCOA2
2998,3875,PGR
2998,209,AR
8885,3866,PGF
8885,5648,VEGFB
8885,5647,VEGFA
445,5428,TOP2A
445,905,CHD1
2427,1347,DHFR
76,6638,FCGR2C
4873,2554,HTR4
8707,3919,PIM1
591,2192,NR3C1
1435,4287,PTGS1
1435,4288,PTGS2
3279,4411,RARG
1826,3143,MB
7606,834,CDK2
1208,5428,TOP2A
4491,1411,DPP4
4491,512,CFB
7698,15142,GSG2
7213,910,CHEK1
7004,4700,S100B
4751,1162,CSNK1G3
4751,5056,SRC
4751,4631,RPS6KA1
4657,4782,SDHA
4108,8187,METAP2
1440,14128,SLC52A2
1440,1909,GABRB1
7396,4354,PYGL
4487,2736,CXCL10
3754,5647,VEGFA
3754,16924,CANT1
3754,14189,NEIL1
3754,1302,DCN
3754,227,AMD1
8493,3249,MMP7
4664,1240,CYP2B6
2721,123,ADH1A
2721,124,ADH1B
2721,125,ADH1C
4774,68,ACTA1
8513,2765,IRS1
8513,2748,INSR
8513,4164,MAPK1
7341,43,ABO
7209,4058,PPARG
3937,2112,GPI
925,142,ADRA1D
925,146,ADRA2B
925,145,ADRA2A
925,142,ADRA1A
925,147,ADRA2C
925,654,CALM1
925,143,ADRA1B
925,149,ADRB2
9151,303,APP
6822,2773,ITGA4
6822,390,SERPINC1
6822,4780,CXCL12
7878,1215,CTSS
8037,2903,KIF11
7027,1661,F2
864,1770,FKBP1A
2831,11083,DCXR
6764,142,ADRA1A
4178,552,BPI
4178,253,SLC25A4
3088,246,ANG
3088,244,AMY2B
3088,5320,TFF2
3088,243,AMY2A
3088,2323,HCRT
3088,8080,ADAM28
3088,5647,VEGFA
3088,13310,KRTAP5-2
3088,4756,CCL8
3088,2662,IGLC1
3088,240,AMY1A
3896,8125,PAPOLA
7216,1819,FNTA
7216,1821,FNTB
1408,149,ADRB2
7295,4306,PTPN1
7491,4206,PRSS1
3395,4457,REN
6734,436,ATP6V1A
1058,484,BCHE
11273,5550,TYR
7265,5678,WEE1
8293,2532,HSP90AB1
8935,758,MS4A1
2741,4411,RARG
4311,4206,PRSS1
505,923,CHRM1
505,924,CHRM2
505,926,CHRM3
7949,4355,PYGM
4947,4897,SLC6A3
7171,1475,ECE1
6444,5404,TNF
5889,760,CD22
2557,3245,MME
2557,2872,KEL
5214,3576,NOS2
6835,1081,CPB1
8897,927,CHRM4
8897,928,CHRM5
8897,926,CHRM3
8897,923,CHRM1
8897,924,CHRM2
1988,1142,MAPK14
7653,910,CHEK1
3008,3120,MAN2A1
13161,4962,SMN2
2598,3736,PAM
11275,1422,DRD3
606,620,CA4
606,617,CA1
606,618,CA2
606,411,FXYD2
606,4806,SFRP4
1272,3079,M6PR
3769,178,AHCY
9211,4280,PTGER4
9211,4278,PTGER2
9211,4279,PTGER3
8538,834,CDK2
377,2553,HTR3A
241,1906,GABRA4
241,1908,GABRA6
241,932,CHRNA4
241,1907,GABRA5
241,1903,GABRA1
241,2176,GRIA2
241,2183,GRIK2
241,934,CHRNA7
241,1904,GABRA2
241,1905,GABRA3
4841,654,CALM1
4841,6514,CACNA1G
4841,6512,CACNA1I
4841,6513,CACNA1H
4841,1323,HRH1
8839,6694,HTR3B
8839,4932,SLC18A2
8839,4898,SLC6A4
8839,2553,HTR3A
8839,2550,HTR2A
931,4280,PTGER4
7973,1671,F10
334,1421,DRD2
334,923,CHRM1
334,2553,HTR3A
334,928,CHRM5
334,145,ADRA2A
334,1422,DRD3
334,2555,HTR5A
334,2556,HTR6
334,147,ADRA2C
334,927,CHRM4
334,2551,HTR2B
334,1323,HRH1
334,2550,HTR2A
334,13393,HRH4
334,2557,HTR7
334,2552,HTR2C
334,1423,DRD4
334,2545,HTR1A
334,142,ADRA1A
334,2547,HTR1D
334,2546,HTR1B
334,926,CHRM3
334,1420,DRD1
334,146,ADRA2B
334,1328,HRH2
334,924,CHRM2
334,143,ADRA1B
334,2548,HTR1E
713,4926,SLC15A2
713,4925,SLC15A1
7425,5351,THRB
8549,4306,PTPN1
2209,3659,ODC1
1352,1905,GABRA3
1352,2183,GRIK2
1352,1908,GABRA6
1352,1904,GABRA2
1352,1903,GABRA1
1352,1907,GABRA5
1352,934,CHRNA7
1352,932,CHRNA4
1352,1906,GABRA4
1352,2176,GRIA2
11945,10691,CD274
2445,7377,GNPDA1
9270,3499,NDUFV3
9270,4782,SDHA
2519,4355,PYGM
2812,4206,PRSS1
7630,1671,F10
2347,2176,GRIA2
751,145,ADRA2A
751,1328,HRH2
751,2550,HTR2A
751,1323,HRH1
751,2557,HTR7
751,142,ADRA1A
6992,2503,HSD11B1
352,2192,NR3C1
2685,1204,CTSB
